store_nbr,store_name,latitude,longitude
"4,033",DEVILS LAKE ND FORMER 1695,30.1407,-91.9462
"1,187",IOLA KS,37.942863,-95.411625
"1,230","SHOW LOW, AZ",34.200441,-110.015671
"3,731","BERNALILLO, NM",35.320097,-106.572118
"3,960",LINCOLNTON NC FORMER 1209,35.4842,-81.2416
"2,268","MANOR, PA",40.038361,-76.383883
"3,625",LAUDERDALE LAKES FL,26.162472,-80.205439
"3,796","ONTARIO, CA",34.082664,-117.672495
"3,427",ARTESIA NM,32.847687,-104.426641
"5,194",PARADISE CA,39.742369,-121.656902
"1,578",ROSWELL GA,34.045275,-84.333546
"1,549",PHOENIX (W) AZ,33.470806,-112.223505
76,BERRYVILLE AR,36.376273,-93.587015
"2,021","RAYNHAM, MA",41.904432,-71.032368
"1,329",LOGANSPORT IN,40.761228,-86.311963
992,"TULSA (W),OK",36.047748,-95.961124
"3,241",GLENDALE AZ,33.650698,-112.234142
"3,180",SOUTHGATE CA,33.954838,-118.187553
"1,704",VACAVILLE CA,38.362061,-121.958994
"5,396",ALBANY OR,44.627089,-123.051339
"1,653",WESTON WV,39.019898,-80.414981
"2,077","LAKE ELSINORE, CA",33.662186,-117.294445
"3,799","MESA (COUNTRY CLUB), AZ",33.380761,-111.836721
"2,871",CINNAMINSON NJ,40.007822,-74.980924
789,MESQUITE TX,32.788942,-96.599302
583,ONEIDA TN,36.513386,-84.506131
"1,331",SIDNEY OH,40.290528,-84.192551
781,MARBLE FALLS TX,30.599475,-98.271812
374,COWETA OK,36.001668,-95.677262
"1,570",AUBURN IN,41.362476,-85.080495
"1,268",WHITEVILLE NC,34.303196,-78.724827
"2,941","ATLANTA, GA",34.093829,-84.274408
"1,222",PENSACOLA (N) FL,30.527449,-87.271624
"1,947","OMAK, WA",48.414021,-119.507878
"2,658","WEST BEND, WI",43.395589,-88.197115
"2,534","DOTHAN (S), AL",31.178814,-85.404472
"1,877","PORTERVILLE, CA",36.083402,-119.045347
"2,311","HUNTINGTON, IN",40.898978,-85.516567
"2,118","LUNENBURG, MA",42.595005,-71.759878
13,CARTHAGE MO,37.141982,-94.313254
"4,336","EL MIRAGE, AZ",33.610608,-112.336491
"5,228","COLUMBIA, MD",39.195779,-76.819756
724,JEFFERSON CITY TN,36.128862,-83.467883
"3,658","GREENSBORO (NE), NC",36.109195,-79.756949
"2,593","LAS VEGAS, (S), NV",36.023008,-115.124115
90,GROVE OK,36.576474,-94.765605
"5,272","POULSBO, WA",47.757163,-122.662632
"1,048",WILLIAMSBURG KY,36.720647,-84.171753
"2,215","DARIEN, IL",41.748811,-88.000193
"5,036",TAMPA (GUNN) FL,28.061843,-82.552239
"2,049","ALTOONA, PA",40.455457,-78.405524
"3,404",ROSEVILLE MN,45.021754,-93.183464
"2,473","HILO, HI",19.700194,-155.061954
"3,014",DALLAS S TX,32.683745,-96.825345
"1,949","FREDONIA, NY",42.453712,-79.313292
"3,441","WHITE PLAINS, NY",41.033726,-73.764921
"1,249","SAN ANGELO, TX",31.487896,-100.460689
216,MARION IL,37.748224,-88.971504
"1,337",ELKIN NC,36.275974,-80.832332
558,SALINA KS,38.785418,-97.614995
"5,012",HAMILTON NJ,40.234176,-74.714854
"4,162",SAN ANTONIO WURZBACH TX,29.555855,-98.518632
"2,407",WASHINGTON SKYLAND DC,38.862307,-76.969052
973,FORT PIERCE FL,27.421425,-80.377918
874,NATCHEZ MS,31.553573,-91.371805
"2,475","CONYERS, GA",33.652864,-83.996654
"1,292",CHRISTIANSBURG VA,37.160551,-80.425764
623,N FT MYERS FL,26.679515,-81.898496
"1,316",STURGEON BAY WI,44.852707,-87.358826
715,TUSCALOOSA AL,33.165299,-87.518681
"3,757","ARLINGTON, WA",48.150519,-122.175441
"3,921",BERLIN MD FORMER 2560,38.3406,-75.162
467,DENTON TX,33.191248,-97.093592
"7,376",MADISONVILLE KY FORMER 0655,37.325303,-87.473194
"1,217",FRANKLIN NC,35.166416,-83.364953
197,MACOMB IL,40.461045,-90.641518
"3,801","MARYSVILLE (E), WA",48.055651,-122.112572
"1,458","FT. OGLETHORPE, GA",34.936511,-85.216198
"7,358",PERRIS CA FORMER 1747,33.818746,-117.227318
606,SAVANNAH GA,32.042159,-81.003307
"1,598",PHOENIX AZ,33.638432,-111.981843
"1,324",NOGALES AZ,31.360213,-110.932379
"1,970","HUDSON, MA",42.372997,-71.558791
"4,080","WESLEY CHAPEL, FL HS3418",40.262913,-111.66998
"1,940","EAST GREENBUSH, NY",42.641611,-73.701765
"5,244","LITTLE ROCK (NW), AR",34.809468,-92.485983
"1,042",BASTROP TX,30.103391,-97.332499
"2,176","JUPITER, FL",26.932599,-80.128406
"2,889","CLINTON, IA",41.818652,-90.242685
"1,610",GREECE NY,43.214571,-77.724191
100,"BENTONVILLE, AR",36.368173,-94.224844
"1,488",DOUGLASVILLE (SW) GA,33.732555,-84.756492
743,OKLAHOMA CITY OK,35.388988,-97.510973
"3,993",FRANKLIN NC FORMER 1217,35.166291,-83.367971
847,DODGEVILLE WI,42.973738,-90.120021
"2,373","WARWICK, RI",41.752776,-71.414281
"5,384","BRIDGETON, NJ",39.466692,-75.208916
"2,892","PARKER, CO",39.513865,-104.768331
"1,537",GETTYSBURG PA,39.843289,-77.204574
"2,991","CEDAR PARK, TX",30.522555,-97.834461
"2,299","CROMWELL, CT",41.605452,-72.711872
"1,016",THIBODAUX LA,29.809527,-90.818314
"2,137","DURHAM, NC",35.954983,-78.998972
775,GALESBURG IL,40.981599,-90.360042
"2,237","LEHIGH ACRES, FL",26.614759,-81.667127
"1,694",MARION NC,35.647439,-82.030359
"1,106","VIDALIA, LA",31.577385,-91.462588
"4,321","WICHITA (N), KS",37.784405,-97.373553
"2,081","CLEARWATER, FL",27.982801,-82.732518
846,LAGRANGE TX,29.900833,-96.906301
"3,954",LITTLE ROCK AR FORMER 126,34.728333,-92.39833
546,"RICHMOND, TX",29.557166,-95.759918
"5,898","CORPUS CHRISTI, TX",27.679204,-97.375174
"1,681",MOUNT PROSPECT IL,42.069294,-87.923386
"5,118",RALEIGH NC,35.912243,-78.777768
"4,260","PORT ST LUCIE (SW), FL",27.262039,-80.404891
"6,223",GREENVILLE FURMAN HALL SC,34.888974,-82.397215
"5,191","FORNEY, TX",32.745301,-96.445661
"1,255",LAURINBURG NC,34.761765,-79.484374
"2,073","BROOKLYN, OH",41.420513,-81.754117
503,COLUMBUS TX,29.694586,-96.538371
"2,960","LOS ANGELES-LONG BEACH,CA",34.01034,-118.335711
39,FORT SCOTT KS,37.807935,-94.708803
"1,096",MOCKSVILLE NC,35.927543,-80.587725
725,HAINES CITY FL,28.126013,-81.636853
"3,913","SENECA FALLS, NY FORMER 1705",42.90525,-76.83376
"1,827",PARK CITY UT,40.726057,-111.549288
18,NEWPORT AR,35.617886,-91.254912
"5,867","BAYONNE, NJ",40.659918,-74.106726
"3,967",FT STOCKTON TX FORMER 897,30.8944,-102.9
"1,040",HOUSTON (SPENCER) TX,29.876983,-95.651709
"1,018",EASTMAN GA,32.178956,-83.177707
"1,774",SANFORD NC,35.442723,-79.130533
"5,254","WAKE FOREST, NC",35.952496,-78.534967
914,CASSVILLE MO,36.677094,-93.889829
"4,459","NASHVILLE, NC",35.969754,-77.933938
"5,184",CANA WINCHESTER OH,39.852214,-82.824082
"4,034","SAYRE, PA FORMER 2208",37.7305,-88.5347
207,CLEVELAND OK,36.297508,-96.463274
"2,552","PORTLAND (E),OR",45.491364,-122.574866
"4,031",TALLASSEE AL EF FORMER 1057,45.8866,-89.7203
177,"PARIS, TN",36.281121,-88.307935
"2,209","ZANESVILLE, OH",39.977541,-82.011608
"3,218","SPANAWAY, WA",47.073996,-122.419319
"7,238",GRANTSBORO NC,35.144689,-76.835794
45,JONESBORO AR,35.818991,-90.685269
"5,410","CANTON(C), OH",40.794098,-81.422166
256,"GLEN CARBON, IL.",38.775279,-89.952638
"5,157","MORTON, IL",40.630189,-89.461783
15,WEST PLAINS MO,36.714712,-91.870322
"2,958",APPLETON (E),44.241091,-88.351454
"1,599",OVERLAND PARK KS,38.914773,-94.663864
"3,940",WAUKESHA WI FORMER 1635,43.016572,-88.197254
382,OTTAWA KS,38.581216,-95.264508
"3,918",CELEBRATION DISNEY FL,38.985,-94.4613
"3,566","AURORA(DENVER SE),CO",39.651845,-104.878986
544,"DEL CITY (MWC), OK",35.448543,-97.425686
"1,035",SPARTANBURG SC,34.933291,-81.984941
"4,553",KANSAS CITY (BLUE RDG) MO,39.044826,-94.442987
323,MANSFIELD LA,32.052932,-93.681755
"3,526",BROOKSVILLE FL,28.537076,-82.407405
"2,872","VAN BUREN TOWNSHIP, MI",42.225518,-83.488377
"5,499","MILFORD, OH",39.159413,-84.280145
"6,887",GREENWOOD SC,34.198121,-82.132247
4,SILOAM SPRINGS AR,36.183446,-94.512546
682,MURFREESBORO TN,35.850243,-86.427828
"2,529","VIRGINIA BEACH, VA",36.794051,-76.122735
"2,554","AVONDALE, AZ",33.459128,-112.338185
"1,545","GRAND FORKS, ND",47.887026,-97.064843
"3,922","MANASSAS, VA FORMER 1825",38.787317,-77.517151
"2,722","FAIRBANKS, AK",64.856378,-147.689549
"1,059",FOREST MS,32.338638,-89.486173
"2,023","LEBANON, PA",40.350044,-76.390043
"1,927","MACEDONIA, OH",41.310017,-81.519326
131,MT PLEASANT TX,33.134451,-94.964539
"4,115",SAN ANTONIO CIBOLO TX,29.573983,-98.236596
"3,093",MERIDIAN S ID,43.588914,-116.402548
"3,932",COFFEYVILLE KS FORMER 42,37.0439,-95.5794
185,GAINESVILLE TX,33.645667,-97.135941
"1,980","PUTNAM, CT",41.923379,-71.889255
"1,117",PLANO TX,33.056052,-96.697875
896,GRAND PRARIE TX,32.673474,-97.036333
"6,789",KING NC,36.264172,-80.365806
"3,916",HOMOSASSA FL FORMER 1029,28.808,-82.5772
"2,264","ROTTERDAM, NY",42.785384,-73.941751
36,PARAGOULD AR,36.057305,-90.522942
"1,893","BOWIE, MD",38.935646,-76.720491
"1,223",TALLAHASSEE (NE) FL,30.545258,-84.229137
183,LOUISVILLE MS,33.122279,-89.082812
"5,612",HOUSTON I-45 AND WAYSIDE TX,29.716219,-95.312934
512,EL PASO TX,31.753271,-106.339943
346,AUGUSTA KS,37.677971,-96.987649
"2,848",JEFFERSON GA,34.1244,-83.60415
345,PALESTINE TX,31.736553,-95.616592
"2,047","PALMYRA, ME",44.837411,-69.294534
"5,033","FORT MORGAN, CO",40.260937,-103.769474
584,"DRY RIDGE, KY",38.679003,-84.597306
"1,536",ST PETERSBURG FL,27.815848,-82.781379
890,ORLANDO (UNION PARK) FL,28.565997,-81.217893
"5,230","SACRAMENTO (CAMINO), CA CLOSED",38.608873,-121.383944
"1,672",ASHLAND WI,46.603383,-90.850567
"2,039","MERCED, CA",37.318005,-120.502005
"5,298",GASTONIA NC,35.260797,-81.226489
"3,514","BRADFORD, PA",41.978528,-78.608906
"3,258",EUGENE (W) OR,44.045991,-123.169377
"3,279","SAN ANTONIO (SE), TX",29.400363,-98.386173
"3,409",LEICESTER MA,42.251189,-71.935148
206,MCKINNEY TX,33.222004,-96.629954
"1,668",GURNEE IL,42.388258,-87.966544
632,MT PLEASANT SC,32.814101,-79.845483
649,"TITUSVILLE,FL",28.555293,-80.842734
"4,250","MORRISVILLE, NC",35.867424,-78.846225
"4,325","YUMA (FOOTHILLS), AZ",32.668092,-114.493126
"2,142",SALEM NH,42.801997,-71.238581
"3,783","DAYTON (N), OH",39.845971,-84.196481
"3,118",DECATUR  GA,33.792331,-84.289503
639,BRUNSWICK GA,31.212804,-81.485564
"4,003",GAINESVILLE FL FORMER 0538,32.9643,-87.1695
"5,270",LINDON UT,40.348499,-111.731817
"1,342",KENNER LA,30.024959,-90.268094
"3,980",HOUSTON ALIANA TX,27.727836,-97.382217
"1,377",MCHENRY IL,42.368908,-88.271336
"1,527",ELIZABETH CITY NC,36.296203,-76.298392
"2,936","MILWAUKEE, WI",43.122232,-88.041482
979,SPARTA WI,43.941302,-90.832837
"4,501","WEST BROWNSVILLE, PA",40.026289,-79.898988
"2,594","LYNNWOOD, WA",47.848617,-122.252455
"2,031","UNION CITY, CA",37.604715,-122.067308
"3,535",EPPING NH,43.027448,-71.068055
"1,974","HOULTON, ME",46.143101,-67.842505
"2,197","WARREN, OH",41.274297,-80.771921
"3,741","ATLANTA, GA",33.728371,-84.507908
"3,406",DALLAS (PRESTWD) TX,32.958861,-96.816111
"4,644","MOON TOWNSHIP, PA",40.515671,-80.224153
"5,936",TYSONS CORNER VA,38.929998,-77.245424
857,SANFORD FL,28.759822,-81.282012
"2,190","WOODLAND, CA",38.675434,-121.741044
"3,487","SHELBY TWP, MI",42.673076,-83.010366
"1,372",GARNER/RALEIGH NC,35.719081,-78.659443
"2,447","CINCINNATI, OH",39.128243,-84.597198
"1,136",PORT ALLEN LA,30.420474,-91.216837
719,RICHMOND KY,37.728455,-84.283157
"4,014","SWANSEA, MA FORMER 2953",41.7561,-71.2201
"3,837","ROCKTON, IL",42.453894,-89.024093
"4,007",PCCC CURRENTLY BEING REVIEWED,37.6916,-96.97
"1,881",SACRAMENTO (NW) CA,38.712842,-121.394608
"2,027","LAVALE, MD",39.624903,-78.835052
"3,518","LAREDO(SE), TX",27.518362,-99.451769
792,ALEDO IL,41.197904,-90.731953
"1,572",VERNAL UT,40.438236,-109.563223
"1,728",ANDERSON IN,40.064481,-85.649624
"1,616",SUSANVILLE CA,40.409033,-120.637585
"1,297",CHIEFLAND FL,29.502214,-82.867604
"3,205","LITHIA SPRINGS, GA",33.774509,-84.601062
"3,791","THREE RIVERS, MI",41.941756,-85.656553
"2,587","CABOT, AR",34.976507,-92.040706
409,HALEYVILLE AL,34.240523,-87.598792
"1,920","SALEM (S), OR",44.878619,-123.025604
2,HARRISON AR,36.268968,-93.139134
"1,996","HALLANDALE, FL",25.987841,-80.123891
463,BEEVILLE TX,28.421969,-97.753297
"3,401",COLLEGE PARK GA,33.586938,-84.472145
"2,727","FLORIDA CITY, FL",25.457623,-80.473137
"1,434",COLORADO SPRINGS CO,38.823722,-104.837563
"4,144",AUGUSTA WRIGHTSBRO GA,33.466742,-82.070236
"2,609","LAKEWOOD, CA",33.830375,-118.158622
"1,984","NORTH ADAMS, MA",42.664417,-73.110629
"2,520","FREDERICKSBURG (E), VA",38.283996,-77.438543
"2,884","LAS VEGAS, NV",36.271625,-115.271048
"1,535",SIOUX FALLS SD,43.516884,-96.773496
966,CORTEZ CO,37.346568,-108.561994
"5,139",DIXON CA,38.471927,-121.820361
"2,819","BLUFFTON, IN",40.772792,-85.168326
"4,631","HAMMOND (N), IN",41.692659,-87.519668
"3,887","AVON PARK, FL",27.608819,-81.517586
"2,883",PLANO (N) TX,33.097222,-96.799636
"1,837",HUMBLE TX,30.008986,-95.283418
"2,283","COVENTRY, RI",41.663328,-71.555254
872,PEARLAND TX,29.573404,-95.283122
"7,323",FARMERS BRANCH TX FORMER 2105,32.926835,-96.841447
"5,168","RICHFIELD, UTAH",38.748381,-112.084723
"4,414","SMITHVILLE, TN",35.954836,-85.829741
"3,992",CHESTER SC FORMER 1603,34.69968,-81.191943
"5,023",NATIONAL CITY CA,32.674772,-117.099314
839,BATON ROUGE LA,30.462526,-91.090874
"4,369","DURHAM (C), NC",35.95021,-78.92567
"1,700",POWAY CA,32.959024,-117.037674
"1,969","MIDLOTHIAN, VA",37.504076,-77.629874
571,GEORGETOWN KY,38.230499,-84.538702
"6,395",BLUFFTON (COMBO) SC,32.259965,-80.854194
"2,956","JOLIET (N), IL",41.547297,-88.203464
898,PECOS TX,31.408738,-103.488423
"3,313","CENTENNIAL (LIMA), CO",39.590565,-104.861839
"1,373",LILBURN (DULUTH) GA,33.902951,-84.110453
"1,491",INDIANOLA IA,41.373432,-93.555772
"3,809","UPPER SANDUSKY, OH",40.834561,-83.232302
"5,054","JACKSONVILLE (ATLAN), FL",30.317227,-81.491913
"2,401","DUARTE, CA",34.134035,-117.983889
14,LEBANON MO,37.663505,-92.645972
777,WEST ORANGE TX,30.090502,-93.765451
"1,247",HAZARD KY,37.299012,-83.213518
"2,089","BRISTOL, VA",36.634918,-82.124397
"3,058",SAN ANTONIO TX,29.458639,-98.553419
"1,712",LARGO FL,27.926481,-82.785842
"4,428","ASHEVILLE (FLEX), NC",35.513376,-82.523649
"5,847","POWHATAN, VA",37.514563,-77.776035
"1,540",SOUTH HAVEN MI,42.406384,-86.247377
150,WOODWARD OK,36.412267,-99.384074
"1,541",ROYAL PALM BEACH FL,26.689115,-80.199401
856,BREMEN GA,33.707872,-85.163517
"2,703","FLORENCE, SC",34.155229,-79.764058
"7,417",RIDGECREST CA FORMER 1600,35.607117,-117.67331
"4,102",CASTROVILLE TX,29.357791,-98.858328
"2,954","NORWALK, CT",41.159154,-73.417392
"5,152",WEST HILLS CA,34.188122,-118.625264
"5,879","HUNTERSVILLE, NC",35.370978,-80.827787
"2,036","SO CHARLESTON, WV",38.319675,-81.713938
"2,281","WEST MIFFLIN, PA",40.341934,-79.946444
"4,438","SARATOGA SPRINGS, UT",40.389493,-111.919681
"7,432",STOUGHTON WI FORMER 1176,42.9197,-89.2429
244,WINNFIELD LA.,31.950247,-92.656912
"2,925","NAPA, CA",38.309024,-122.283361
370,WELLINGTON KS,37.273471,-97.373331
709,ELIZABETHTOWN KY,37.732988,-85.881902
"3,488","BURLINGTON, WI",42.703441,-88.254122
757,PLEASANTON TX,28.937877,-98.512443
"5,199","ANTIOCH, IL",42.469021,-88.064689
318,ARKADELPHIA AR,34.119874,-93.096562
"2,136","CULPEPER, VA",38.480524,-77.973335
"1,307","BOURBONAIS, IL",41.190112,-87.846595
"2,001","FRESNO, CA (SE)",36.738206,-119.721718
"5,701","KERMAN, CA",36.732679,-120.044129
736,RUSSELVILLE KY,36.845981,-86.916431
"1,852","WOODBRIDGE, VA",38.648664,-77.297219
"2,188","EAGLE RIVER, AK",61.309037,-149.535439
"3,077",HAYMARKET VA,38.818625,-77.644932
8,MORRILTON AR,35.168854,-92.726739
"3,362","OAK GROVE, KY",36.668028,-87.440031
"2,881","KISSIMMEE (E), FL",28.343836,-81.386087
"1,225",ORANGE PARK FL,30.137721,-81.768891
634,CAMDEN SC,34.250852,-80.649795
"1,286",COLUMBIA SC,33.964176,-80.938599
940,"WESTWORTH VILLAGE, TX",32.754838,-97.433842
"3,928",PCCC BEING REVIEWED FOR RECLAM,42.2448,-122.779
705,"MOUNT DORA, FL",28.817715,-81.673133
811,ARCADIA FL,27.206626,-81.829241
231,ADA OK.,34.789173,-96.656174
"2,417","PETOSKEY, MI",45.350211,-84.974067
"1,666",CHARLOTTE (E) NC,35.199421,-80.776549
"2,652","GRANTS, NM",35.124732,-107.825679
"3,936",ST CLOUD MN FORMER 1633,45.545723,-94.196079
"1,253",AUSTIN (S) TX,30.221033,-97.753926
808,LAKE JACKSON TX,29.045442,-95.458855
"3,702","JACKSONVILLE (N), FL",30.477426,-81.638694
"5,466",GROVE CITY OH,39.875241,-83.042617
"6,944",GRAND BAY AL,30.495664,-88.332418
"5,493","BROWNSVILLE (NE), TX",25.942648,-97.424059
"5,065",KALAMAZOO (NW) MI,42.293094,-85.685785
"3,570","EVANS, GA",33.545784,-82.142338
"1,274",WHITEWATER WI,42.836394,-88.756566
"3,192",POWDERSVILLE SC,34.788791,-82.477926
"3,215","GRANVILLE, WV",39.645881,-79.998683
697,OCALA FL,29.157797,-82.166446
"2,234","ROME, NY",43.237252,-75.501823
"3,812","COLUMUS (U.ARLING), OH",40.067214,-83.089952
"3,251","WASHINGTON, OH",39.522633,-83.456061
"2,254","HAMMONTON, NJ",39.648473,-74.784907
"1,796",AMHERST NH,42.809564,-71.579337
311,FRANKLIN LA EF,29.814158,-91.513084
198,SALEM IL,38.625718,-88.981357
"1,878","REXBURG, ID",43.856177,-111.773964
"3,900",RICHMOND HULL & WARWICK VA,27.6686,-97.2847
327,JAY OK,36.419267,-94.806137
"2,524",SAN JOSE (S) CA,37.256,-121.799
"2,725","LEWIS CENTER, OH",40.165177,-83.015852
878,"CUMMING, GA",34.183853,-84.129081
"3,491","METHUEN, MA",42.743122,-71.165141
718,AUBURNDALE FL,28.060081,-81.815984
334,CARLINVILLE IL,39.267994,-89.894417
"6,986",LARGO FL FORMER 1712,27.927,-82.7878
"2,599","SAN ANTONIO (NW), TX",29.564592,-98.596081
399,LONGVIEW TX,32.531923,-94.784833
"1,276","SHEBOYGAN, WI",43.714983,-87.754467
"1,026",BEDFORD IN,38.865394,-86.515065
"4,424",WARREN MI,42.508624,-83.026662
"3,774",WILLIAMSTOWN NJ,39.662379,-74.961398
"1,232",BELTON TX,31.081946,-97.460819
"1,830",AUBURN NY,42.954057,-76.548154
"1,691",OVERLAND PARK KS,38.989813,-94.698802
"3,601",CRESTWOOD IL,41.648272,-87.734218
"2,913","BOUTTE, LA",29.904781,-90.372367
"4,185",SUWANEE N GA,34.100184,-84.173858
616,"ORANGEBURG, SC",33.524181,-80.891091
"3,423","SANTA FE (S), NM",35.619659,-106.031918
"2,985","FRESNO, CA EF",36.839132,-119.803395
"2,561","ERIE (W), PA",42.067941,-80.195895
"1,308",LITTLETON/DENVER (SW) CO,39.636204,-105.083433
"2,138","LEBANON, NH",43.624556,-72.322548
"1,644",LEWISBURG PA,40.991573,-76.878971
"3,560",FALL RIVER (S),41.686277,-71.141228
"6,391",LOUISVILLE KY,38.24829,-85.7834
"1,290",WILKESBORO NC,36.147884,-81.194247
149,"JONESBORO, LA",32.227952,-92.705761
"2,862","MERIDIAN, ID",43.618101,-116.343373
"1,656",MEADVILLE PA,41.622254,-80.213861
"1,862","RIALTO, CA",34.076247,-117.373628
"2,280","MOUNTAIN VIEW , CA",37.400846,-122.109748
"5,275",WOODSTOCK (W) GA,34.112876,-84.584466
"1,078",BALLINGER TX,31.720444,-99.960773
"7,326",OKLAHOMA CITY SW OK,35.365591,-97.576797
"2,100","CHEBOYGAN, MI",45.626151,-84.482416
"1,678",DELAFIELD WI,43.048914,-88.369237
"1,075",CLARKSVILLE TN,36.580276,-87.412945
63,WAGONER OK,35.956679,-95.397494
"1,985","LAUREL, MD",39.098675,-76.802477
921,SALIDA CO,38.524558,-106.022692
358,ALMA AR,35.479122,-94.228792
"1,339",COLUMBIA (NE) SC,34.110157,-80.886603
"1,257",STAMFORD TX,32.972012,-99.799323
"2,231","MOLINE, IL",41.468532,-90.480049
"2,832","HARDEEVILLE, SC",32.311011,-80.978396
"1,271",MERIDIAN MS,32.387218,-88.748256
585,ROCK HILL SC,34.944223,-80.963031
"1,381","APACHE JUNCTION, AZ",33.413821,-111.575344
"3,294","LOUISVILLE(SE), KY",38.142543,-85.586846
661,ATHENS AL,34.788552,-86.958843
"1,370",BULLHEAD CITY AZ,35.082515,-114.594161
"4,404","ETTERS, PA",40.149635,-76.813225
"3,829","JOHNSON CITY, TN",36.308937,-82.403788
"4,103",DEVINE TX,29.133441,-98.894305
288,WOODVILLE TX,30.763808,-94.419462
87,MINDEN LA,32.628072,-93.251136
"4,235","TERRE HAUTE, IN",39.438781,-87.337007
"1,835","VESTAL, NY",42.095562,-76.013283
522,CROSBY TX,29.894335,-95.065152
"1,371",COLUMBUS IN,39.206263,-85.879361
"1,208","WHEAT RIDGE, CO",39.766256,-105.140003
"3,382",PUEBLO WEST CO,38.336421,-104.740091
454,FAIRFIELD IL,38.376033,-88.389173
"5,713","LAREDO (NE), TX",27.610873,-99.462312
"2,636","HUNTINGTON BEACH,CA",33.700181,-117.985512
"1,031","MEMPHIS, TN/CLD 12-03-08",35.0794,-89.8911
"1,036","FOREST CITY, NC",35.335022,-81.899506
"5,044",GALENA IL,42.435047,-90.445777
"5,871","ORLANDO (OAK RIDGE), FL",28.474913,-81.399118
"1,861","OAK PARK HEIGHTS, MN",45.032923,-92.831595
"5,419","HERNANDO, MS",34.822373,-89.968726
"3,387","NORTH PORT, FL",27.034649,-82.217003
"3,573",MANASSAS (S) VA,38.752905,-77.448523
"1,597","TULSA (MEMORIAL), OK",36.004587,-95.889709
"2,270","DURANGO, CO",37.229957,-107.865721
"2,329","ORANGE, MA",42.588593,-72.284156
851,"RUIDOSO DOWNS, NM",33.324295,-105.614274
"3,217","OTHELLO, WA",46.824205,-119.148012
78,MARSHFIELD MO,37.337928,-92.939632
991,MOBILE AL,30.684424,-88.124959
"1,630",YREKA CA,41.698563,-122.644598
"2,806","BOILING SPRINGS, SC",35.052629,-81.985788
"1,569",MAYSVILLE KY,38.621092,-83.787522
"2,207","MIDVALE, UT",40.619444,-111.858483
"5,288","SEAGOVILLE, TX",32.649918,-96.534025
"4,167",KNOXVILLE UNIVERSITY TN,35.951111,-83.940594
"4,049",OLYMPIA FIELDS IL,41.507494,-87.677404
866,"MOBILE (S), AL",30.593985,-88.162776
196,CARBONDALE IL,37.738517,-89.186967
610,STEPHENVILLE TX,32.207348,-98.237766
"4,237","INDIAN LAND, SC",35.010776,-80.849371
"1,735",WHEELING IL,42.152473,-87.952653
"2,514","POCOMOKE CITY, MD",38.072685,-75.554149
"1,382",GREENWOOD SC,34.208194,-82.192386
"3,909","HUDSON, NY FORMER 2097",42.2727,-73.7617
956,MELBOURNE FL,28.136798,-80.581803
"2,116","QUEENSBURY, NY",43.334668,-73.681457
"3,255",SAVOY IL,40.048819,-88.256267
"6,931",LOUSIVILLE KY,38.135649,-85.671851
"3,949",PORT ANGELES WA FORMER 2196,48.109481,-123.36146
"4,288","BROOMFIELD, CO",39.916744,-105.046569
"2,330","ROCHESTER, NH",43.334063,-71.013371
"2,754","WAYNESBORO, GA",33.107622,-82.024684
"3,505",WISCONSIN DELLS WI,43.584915,-89.812168
"1,340",ATLANTA/DECATUR GA,33.700533,-84.166977
"2,825","OLD BRIDGE, NJ",40.447958,-74.300912
"2,647","WOODSTOCK, VA",38.868956,-78.531107
"4,129",PONCHATOULA LA,30.443733,-90.453331
"1,565",WILLISTON ND,48.181959,-103.630329
"2,157","NORTH DARTMOUTH, MA",41.641977,-71.007804
939,WACO TX,31.521431,-97.165412
"5,414",FORKED RIVER NJ,39.858682,-74.179298
"1,769",DU BOIS PA,41.128102,-78.737444
"5,347",FORT MYERS FL,26.450965,-81.816798
"2,267","WEST BOLYSTON, MA",42.355305,-71.782503
"2,666","COLUMBUS (S), OH",39.889361,-83.001311
"5,385","DEFIANCE, OH",41.305318,-84.364403
"3,297","HOUSTON, TX",29.919894,-95.602304
"1,192",MAGEE MS,31.867085,-89.746913
"1,162",WASHINGTON IN,38.631918,-87.183954
"3,137",FAIRVIEW TN,35.963016,-87.140019
"1,846",DOUGLAS AZ,31.338217,-109.565561
"2,359","ASHTABULA, OH",41.883457,-80.749532
379,OZARK MO,37.001083,-93.227803
272,FRANKLIN TN,35.939003,-86.819193
"5,193","MORENO VALLEY, CA",33.935827,-117.181887
"2,286","CENTEREACH (LI), NY",40.863036,-73.081211
"2,764","ALTOONA, IA",41.647048,-93.504865
"2,490","ROELAND PARK, KS",39.035563,-94.641074
"4,322","CRETE, NE",40.640458,-96.939443
408,"PORT ARTHUR, TX",29.941998,-93.993685
250,WARSAW MO.,38.261803,-93.371413
"4,476","RICHMOND (360 WEST), VA",37.400835,-77.673146
"2,660","NORTH READING, MA",42.570505,-71.113003
"5,444",IRONWOOD MI,46.470308,-90.127186
"6,392",TOPEKA E KS,39.020302,-95.648144
"1,464",CHARLOTTE (SW) NC,35.146551,-80.934023
232,ATOKA OK.,34.366265,-96.142647
237,HARRISBURG IL.,37.728219,-88.532885
"5,246","WHARTON, TX",29.328572,-96.124534
259,ROCKWALL TX.,32.902113,-96.461722
"1,483",YANKTON SD,42.907335,-97.401088
"2,210","AMHERST, NY",42.982385,-78.811839
